experiment_id,run_id,event_id,participant_id,scenario,ground_truth_event,ground_truth_component,annotation_source,event_start_ts,event_end_ts,pi_online,pc_online,network_disconnect_injected,disconnect_duration_s,trigger_generated,trigger_id,trigger_reason,trigger_created_ts,queue_write_success,queue_recovered_after_restart,transmission_attempts,pc_received_ts,duplicate_trigger_count,guided_check_requested,guided_component,prompt_displayed_ts,repeat_prompt_ts,user_response_ts,no_response_level,guided_check_completed,guided_result_status,guided_result_reason,onset_status,urgency_state,completeness_state,final_state_ts,acknowledged,acknowledged_ts,external_alert_attempted,external_alert_delivery_state,alert_receipt_ts,target_speaker_verified,passive_s_changed_domains,actual_passive_b_fps,actual_passive_s_window_s,trigger_latency_ms,pi_to_pc_latency_ms,prompt_latency_ms,user_response_latency_ms,end_to_end_latency_ms,record_status,notes,source_row
exp_v1_baseline,run_001,run_001-E012,P001,normal_sitting,false,B,observer_log,2026-08-22T09:35:20.000,2026-08-22T09:41:20.135,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-22T09:41:20.135,False,,False,not_applicable,,,,,,,,,,,,Seated interval; no false trigger.,13
exp_v1_baseline,run_002,run_002-E001,P002,quiet_standing,false,B,observer_log,2026-08-23T10:30:30.000,2026-08-23T10:31:30.022,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:31:30.022,False,,False,not_applicable,,,,,,,,,,,,Standing baseline.,14
exp_v1_baseline,run_002,run_002-E002,P002,safe_induced_sway,protocol_defined,B,script,2026-08-23T10:33:00.000,2026-08-23T10:33:30.373,True,True,False,,True,run_002-T002,passive_b_posture_change_low,2026-08-23T10:33:02.618,True,,1,2026-08-23T10:33:03.615,0,True,B,2026-08-23T10:33:04.797,,2026-08-23T10:33:13.489,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-08-23T10:33:14.945,True,2026-08-23T10:33:15.746,False,not_applicable,,,,13.9,,,,,,,,Sway motion misclassified as fall-like by v0.3.,15
exp_v1_baseline,run_002,run_002-E003,P002,safe_induced_sway,protocol_defined,B,script,2026-08-23T10:34:30.000,2026-08-23T10:35:00.051,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:35:00.051,False,,False,not_applicable,,,,,,,,,,,,Sway motion; this instance correctly classified.,16
exp_v1_baseline,run_002,run_002-E004,P002,simulated_fall,true,B,video_review,2026-08-23T10:36:00.000,2026-08-23T10:36:30.194,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:36:30.194,False,,False,not_applicable,,,,,,,,,,,,Scripted fall; v0.3 missed (low confidence).,17
exp_v1_baseline,run_002,run_002-E005,P002,normal_bending,false,B,observer_log,2026-08-23T10:37:30.000,2026-08-23T10:38:00.142,True,True,False,,True,run_002-T005,passive_b_posture_change_low,2026-08-23T10:37:31.379,True,,1,2026-08-23T10:37:31.712,0,True,B,2026-08-23T10:37:32.714,,2026-08-23T10:37:41.965,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-08-23T10:37:43.758,True,2026-08-23T10:37:45.261,False,not_applicable,,,,10.9,,,,,,,,Bending classified as fall-like posture.,18
exp_v1_baseline,run_002,run_002-E006,P002,safe_induced_sway,protocol_defined,B,script,2026-08-23T10:39:00.000,2026-08-23T10:39:30.236,True,True,False,,True,run_002-T006,passive_b_posture_change_low,2026-08-23T10:39:01.809,True,,1,2026-08-23T10:39:02.203,0,True,B,2026-08-23T10:39:03.353,,2026-08-23T10:39:10.904,none,True,negative,user_reported_no_symptom,not_applicable,routine,complete,2026-08-23T10:39:12.394,True,2026-08-23T10:39:14.511,False,not_applicable,,,,13.4,,,,,,,,Sway misclassified.,19
exp_v1_baseline,run_002,run_002-E007,P002,simulated_fall,true,B,video_review,2026-08-23T10:40:30.000,2026-08-23T10:41:00.367,True,True,False,,True,run_002-T007,passive_b_posture_change_low,2026-08-23T10:40:31.507,True,,1,2026-08-23T10:40:32.366,0,True,B,2026-08-23T10:40:32.879,,2026-08-23T10:40:37.049,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-23T10:40:39.440,True,2026-08-23T10:40:41.499,False,not_applicable,,,,14.1,,,,,,,,Fall detected with high latency.,20
exp_v1_baseline,run_002,run_002-E008,P002,simulated_fall,true,B,video_review,2026-08-23T10:42:00.000,2026-08-23T10:42:30.204,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:42:30.204,False,,False,not_applicable,,,,,,,,,,,,Fall missed; observer verified via video review.,21
exp_v1_baseline,run_002,run_002-E009,P002,safe_induced_sway,protocol_defined,B,script,2026-08-23T10:43:30.000,2026-08-23T10:44:00.185,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:44:00.185,False,,False,not_applicable,,,,,,,,,,,,Sway correctly classified.,22
exp_v1_baseline,run_002,run_002-E010,P002,simulated_fall,true,B,video_review,2026-08-23T10:45:00.000,2026-08-23T10:45:30.112,True,True,False,,True,run_002-T010,passive_b_posture_change_low,2026-08-23T10:45:02.968,True,,1,2026-08-23T10:45:03.147,0,True,B,2026-08-23T10:45:03.491,,2026-08-23T10:45:11.571,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-23T10:45:14.158,True,2026-08-23T10:45:15.710,False,not_applicable,,,,11.1,,,,,,,,Fall detected.,23
exp_v1_baseline,run_002,run_002-E011,P002,normal_bending,false,B,observer_log,2026-08-23T10:46:30.000,2026-08-23T10:47:00.005,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-23T10:47:00.005,False,,False,not_applicable,,,,,,,,,,,,Bending correctly classified.,24
exp_v1_baseline,run_002,run_002-E012,P002,simulated_fall,true,B,video_review,2026-08-23T10:48:00.000,2026-08-23T10:48:30.348,True,True,False,,True,run_002-T012,passive_b_posture_change_low,2026-08-23T10:48:01.976,True,,1,2026-08-23T10:48:02.943,0,True,B,2026-08-23T10:48:03.335,,2026-08-23T10:48:07.904,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-23T10:48:10.787,True,2026-08-23T10:48:13.106,False,not_applicable,,,,13.1,,,,,,,,Fall detected.,25
exp_v1_baseline,run_003,run_003-E001,P001,empty_room,false,none,sensor_reference,2026-08-25T14:00:30.000,2026-08-25T14:01:30.256,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:01:30.256,False,,False,not_applicable,,,,,,,,,,,,Quiet room baseline.,26
exp_v1_baseline,run_003,run_003-E002,P001,target_normal_speech,false,S,observer_log,2026-08-25T14:02:00.000,2026-08-25T14:03:00.390,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:03:00.390,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,27
exp_v1_baseline,run_003,run_003-E003,P001,background_tv_speech,false,S,script,2026-08-25T14:04:00.000,2026-08-25T14:06:00.091,True,True,False,,True,run_003-T003,passive_s_acoustic_domain_change,2026-08-25T14:04:03.161,True,,1,2026-08-25T14:04:03.946,0,True,S,2026-08-25T14:04:04.518,,2026-08-25T14:04:12.527,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-08-25T14:04:16.378,True,2026-08-25T14:04:17.673,False,not_applicable,,False,,,10,,,,,,,TV audio misclassified as target voice change by v0.2.,28
exp_v1_baseline,run_003,run_003-E004,P001,target_normal_speech,false,S,observer_log,2026-08-25T14:07:00.000,2026-08-25T14:08:00.057,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:08:00.057,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,29
exp_v1_baseline,run_003,run_003-E005,P001,bystander_speech,false,S,observer_log,2026-08-25T14:09:00.000,2026-08-25T14:10:00.185,True,True,False,,True,run_003-T005,passive_s_acoustic_domain_change,2026-08-25T14:09:01.867,True,,1,2026-08-25T14:09:02.211,0,True,S,2026-08-25T14:09:03.506,,2026-08-25T14:09:07.267,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-08-25T14:09:09.309,True,2026-08-25T14:09:11.821,False,not_applicable,,False,,,10,,,,,,,Non-enrolled speaker passed provisional target-speaker gate.,30
exp_v1_baseline,run_003,run_003-E006,P001,target_normal_speech,false,S,observer_log,2026-08-25T14:11:00.000,2026-08-25T14:12:30.243,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:12:30.243,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,31
exp_v1_baseline,run_003,run_003-E007,P001,target_changed_speech,true,S,video_review,2026-08-25T14:13:30.000,2026-08-25T14:14:00.281,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:14:00.281,False,,False,not_applicable,,,,,,,,,,,,Scripted voice change; v0.2 missed (low embedding distance).,32
exp_v1_baseline,run_003,run_003-E008,P001,background_tv_speech,false,S,script,2026-08-25T14:15:00.000,2026-08-25T14:17:00.084,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:17:00.084,False,,False,not_applicable,,,,,,,,,,,,TV audio correctly rejected.,33
exp_v1_baseline,run_003,run_003-E009,P001,target_normal_speech,false,S,observer_log,2026-08-25T14:18:00.000,2026-08-25T14:19:00.135,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-25T14:19:00.135,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,34
exp_v1_baseline,run_003,run_003-E010,P001,target_changed_speech,true,S,video_review,2026-08-25T14:20:00.000,2026-08-25T14:20:30.270,True,True,False,,True,run_003-T010,passive_s_acoustic_domain_change,2026-08-25T14:20:01.764,True,,1,2026-08-25T14:20:02.746,0,True,S,2026-08-25T14:20:03.247,,2026-08-25T14:20:10.789,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-25T14:20:14.444,True,2026-08-25T14:20:16.425,False,not_applicable,,True,pitch|jitter|shimmer|formant_f2,,10,,,,,,,Voice change detected; latency > 1.5s.,35
exp_v2_improved,run_004,run_004-E001,P001,empty_room,false,none,sensor_reference,2026-08-29T09:00:30.000,2026-08-29T09:02:30.061,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:02:30.061,False,,False,not_applicable,,,,,,,,,,,,Empty room baseline.,36
exp_v2_improved,run_004,run_004-E002,P001,normal_sitting,false,B,observer_log,2026-08-29T09:03:20.000,2026-08-29T09:07:20.126,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:07:20.126,False,,False,not_applicable,,,,,,,,,,,,Seated interval; v1.0 stable.,37
exp_v2_improved,run_004,run_004-E003,P001,normal_walking,false,B,observer_log,2026-08-29T09:08:00.000,2026-08-29T09:09:30.115,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:09:30.115,False,,False,not_applicable,,,,,,,,,,,,Walking; v1.0 motion-temporal features correctly reject.,38
exp_v2_improved,run_004,run_004-E004,P001,normal_sitting,false,B,observer_log,2026-08-29T09:10:20.000,2026-08-29T09:15:20.032,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:15:20.032,False,,False,not_applicable,,,,,,,,,,,,Seated interval.,39
exp_v2_improved,run_004,run_004-E005,P001,quiet_standing,false,B,observer_log,2026-08-29T09:16:20.000,2026-08-29T09:19:20.173,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:19:20.173,False,,False,not_applicable,,,,,,,,,,,,Stable standing.,40
exp_v2_improved,run_004,run_004-E006,P001,simulated_fall,true,B,video_review,2026-08-29T09:20:00.000,2026-08-29T09:21:00.010,True,True,False,,True,run_004-T006,passive_b_posture_change_low,2026-08-29T09:20:00.564,True,,1,2026-08-29T09:20:01.313,0,True,B,2026-08-29T09:20:01.683,,2026-08-29T09:20:03.866,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-29T09:20:06.657,True,2026-08-29T09:20:08.213,False,not_applicable,,,,15.6,,,,,,,,Scripted fall detected within budget (v1.0).,41
exp_v2_improved,run_004,run_004-E007,P001,normal_walking,false,B,observer_log,2026-08-29T09:22:00.000,2026-08-29T09:24:00.067,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:24:00.067,False,,False,not_applicable,,,,,,,,,,,,Walking interval.,42
exp_v2_improved,run_004,run_004-E008,P001,normal_bending,false,B,observer_log,2026-08-29T09:24:40.000,2026-08-29T09:26:10.370,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:26:10.370,False,,False,not_applicable,,,,,,,,,,,,Bending recovery; v1.0 correctly rejects.,43
exp_v2_improved,run_004,run_004-E009,P001,simulated_fall,true,B,video_review,2026-08-29T09:27:00.000,2026-08-29T09:28:00.292,True,True,False,,True,run_004-T009,passive_b_posture_change_low,2026-08-29T09:27:00.820,True,,1,2026-08-29T09:27:01.095,0,True,B,2026-08-29T09:27:01.840,,2026-08-29T09:27:06.315,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-29T09:27:09.021,True,2026-08-29T09:27:11.304,False,not_applicable,,,,15.5,,,,,,,,Scripted fall detected within budget.,44
exp_v2_improved,run_004,run_004-E010,P001,camera_occlusion,false,B,sensor_reference,2026-08-29T09:29:00.000,2026-08-29T09:31:00.334,True,True,False,,True,run_004-T010,passive_b_posture_change_low,2026-08-29T09:29:00.858,True,,1,2026-08-29T09:29:01.753,0,True,B,2026-08-29T09:29:02.170,,2026-08-29T09:29:05.515,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-08-29T09:29:07.845,True,2026-08-29T09:29:09.093,False,not_applicable,,,,15.7,,,,,,,,Camera covered; v1.0 momentarily fired on keypoint-loss edge case (1/12 — boundary).,45
exp_v2_improved,run_004,run_004-E011,P001,empty_room,false,none,sensor_reference,2026-08-29T09:31:40.000,2026-08-29T09:34:40.226,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:34:40.226,False,,False,not_applicable,,,,,,,,,,,,Empty room interval.,46
exp_v2_improved,run_004,run_004-E012,P001,normal_sitting,false,B,observer_log,2026-08-29T09:35:20.000,2026-08-29T09:41:20.281,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-29T09:41:20.281,False,,False,not_applicable,,,,,,,,,,,,Seated interval.,47
exp_v2_improved,run_005,run_005-E001,P002,quiet_standing,false,B,observer_log,2026-08-30T10:30:30.000,2026-08-30T10:31:30.050,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:31:30.050,False,,False,not_applicable,,,,,,,,,,,,Standing baseline.,48
exp_v2_improved,run_005,run_005-E002,P002,safe_induced_sway,protocol_defined,B,script,2026-08-30T10:33:00.000,2026-08-30T10:33:30.025,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:33:30.025,False,,False,not_applicable,,,,,,,,,,,,Sway correctly classified as non-fall (v1.0 motion-temporal).,49
exp_v2_improved,run_005,run_005-E003,P002,safe_induced_sway,protocol_defined,B,script,2026-08-30T10:34:30.000,2026-08-30T10:35:00.333,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:35:00.333,False,,False,not_applicable,,,,,,,,,,,,Sway correctly classified.,50
exp_v2_improved,run_005,run_005-E004,P002,simulated_fall,true,B,video_review,2026-08-30T10:36:00.000,2026-08-30T10:36:30.276,True,True,False,,True,run_005-T004,passive_b_posture_change_low,2026-08-30T10:36:01.354,True,,1,2026-08-30T10:36:01.673,0,True,B,2026-08-30T10:36:02.250,,2026-08-30T10:36:07.438,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-30T10:36:09.301,True,2026-08-30T10:36:10.050,False,not_applicable,,,,16.3,,,,,,,,Fall detected within budget.,51
exp_v2_improved,run_005,run_005-E005,P002,normal_bending,false,B,observer_log,2026-08-30T10:37:30.000,2026-08-30T10:38:00.199,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:38:00.199,False,,False,not_applicable,,,,,,,,,,,,Bending correctly classified.,52
exp_v2_improved,run_005,run_005-E006,P002,safe_induced_sway,protocol_defined,B,script,2026-08-30T10:39:00.000,2026-08-30T10:39:30.135,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:39:30.135,False,,False,not_applicable,,,,,,,,,,,,Sway correctly classified.,53
exp_v2_improved,run_005,run_005-E007,P002,simulated_fall,true,B,video_review,2026-08-30T10:40:30.000,2026-08-30T10:41:00.232,True,True,False,,True,run_005-T007,passive_b_posture_change_low,2026-08-30T10:40:31.005,True,,1,2026-08-30T10:40:31.669,0,True,B,2026-08-30T10:40:32.306,,2026-08-30T10:40:35.214,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-30T10:40:36.708,True,2026-08-30T10:40:38.632,False,not_applicable,,,,15.9,,,,,,,,Fall detected.,54
exp_v2_improved,run_005,run_005-E008,P002,simulated_fall,true,B,video_review,2026-08-30T10:42:00.000,2026-08-30T10:42:30.025,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:42:30.025,False,,False,not_applicable,,,,,,,,,,,,Edge-case slow slump-to-floor; v1.0 confidence 0.42 below 0.5 threshold (1/12 — fall-spectrum tail).,55
exp_v2_improved,run_005,run_005-E009,P002,safe_induced_sway,protocol_defined,B,script,2026-08-30T10:43:30.000,2026-08-30T10:44:00.299,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:44:00.299,False,,False,not_applicable,,,,,,,,,,,,Sway correctly classified.,56
exp_v2_improved,run_005,run_005-E010,P002,simulated_fall,true,B,video_review,2026-08-30T10:45:00.000,2026-08-30T10:45:30.244,True,True,False,,True,run_005-T010,passive_b_posture_change_low,2026-08-30T10:45:00.477,True,,1,2026-08-30T10:45:01.026,0,True,B,2026-08-30T10:45:01.285,,2026-08-30T10:45:03.511,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-30T10:45:06.101,True,2026-08-30T10:45:08.171,False,not_applicable,,,,15.8,,,,,,,,Fall detected.,57
exp_v2_improved,run_005,run_005-E011,P002,normal_bending,false,B,observer_log,2026-08-30T10:46:30.000,2026-08-30T10:47:00.291,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-08-30T10:47:00.291,False,,False,not_applicable,,,,,,,,,,,,Bending correctly classified.,58
exp_v2_improved,run_005,run_005-E012,P002,simulated_fall,true,B,video_review,2026-08-30T10:48:00.000,2026-08-30T10:48:30.126,True,True,False,,True,run_005-T012,passive_b_posture_change_low,2026-08-30T10:48:01.248,True,,1,2026-08-30T10:48:01.848,0,True,B,2026-08-30T10:48:02.213,,2026-08-30T10:48:05.809,none,True,positive,user_confirmed_symptom_onset,new,soon,complete,2026-08-30T10:48:07.708,True,2026-08-30T10:48:09.489,False,not_applicable,,,,15.5,,,,,,,,Fall detected within budget.,59
exp_v2_improved,run_006,run_006-E001,P001,empty_room,false,none,sensor_reference,2026-09-01T14:00:30.000,2026-09-01T14:01:30.384,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:01:30.384,False,,False,not_applicable,,,,,,,,,,,,Quiet room baseline.,60
exp_v2_improved,run_006,run_006-E002,P001,target_normal_speech,false,S,observer_log,2026-09-01T14:02:00.000,2026-09-01T14:03:00.037,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:03:00.037,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally; v0.8 stable embedding.,61
exp_v2_improved,run_006,run_006-E003,P001,background_tv_speech,false,S,script,2026-09-01T14:04:00.000,2026-09-01T14:06:00.004,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:06:00.004,False,,False,not_applicable,,,,,,,,,,,,TV audio correctly rejected (speaker gate).,62
exp_v2_improved,run_006,run_006-E004,P001,target_normal_speech,false,S,observer_log,2026-09-01T14:07:00.000,2026-09-01T14:08:00.234,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:08:00.234,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,63
exp_v2_improved,run_006,run_006-E005,P001,bystander_speech,false,S,observer_log,2026-09-01T14:09:00.000,2026-09-01T14:10:00.318,True,True,False,,True,run_006-T005,passive_s_acoustic_domain_change,2026-09-01T14:09:00.525,True,,1,2026-09-01T14:09:01.105,0,True,S,2026-09-01T14:09:02.152,,2026-09-01T14:09:05.837,none,True,negative,user_reported_no_symptom_false_trigger,not_applicable,routine,complete,2026-09-01T14:09:08.973,True,2026-09-01T14:09:10.349,False,not_applicable,,False,,,10,,,,,,,Non-enrolled speaker with similar timbre; cosine-sim 0.78 above 0.75 gate (1/10 — boundary).,64
exp_v2_improved,run_006,run_006-E006,P001,target_normal_speech,false,S,observer_log,2026-09-01T14:11:00.000,2026-09-01T14:12:30.278,True,True,False,,False,,,,,,,,0,False,none,,,,none,False,not_applicable,,not_applicable,routine,unknown,2026-09-01T14:12:30.278,False,,False,not_applicable,,,,,,,,,,,,Enrolled user speaking normally.,65
